store_id,campaign_id,campaign_name,product_code,base_price,promo_type,quantity_sold_before_promo,quantity_sold_after_promo,promo_price ,Total_revenue_before_promo,Total_revenue_after_promo 
STMYS-1,CAMP_DIW_01,Diwali,P07,300,BOGOF,54,219,300.00,16200,65700
STCBE-3,CAMP_SAN_01,Sankranti,P01,172,33% OFF,240,355,115.24,41280,40910.2
STVSK-2,CAMP_DIW_01,Diwali,P03,156,25% OFF,248,225,117.00,38688,26325
STMLR-2,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,217,659,2500.00,651000,1647500
STCBE-0,CAMP_SAN_01,Sankranti,P01,172,33% OFF,244,368,115.24,41968,42408.32
STVSK-0,CAMP_SAN_01,Sankranti,P12,62,50% OFF,39,63,31.00,2418,1953
STMLR-2,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,61,243,1020.00,62220,247860
STCHE-2,CAMP_SAN_01,Sankranti,P09,90,25% OFF,54,50,67.50,4860,3375
STMDU-1,CAMP_SAN_01,Sankranti,P04,370,BOGOF,337,1337,370.00,124690,494690
STVSK-3,CAMP_DIW_01,Diwali,P07,300,BOGOF,36,108,300.00,10800,32400
STCHE-7,CAMP_SAN_01,Sankranti,P03,200,BOGOF,448,1895,200.00,89600,379000
STBLR-4,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,39,156,1190.00,46410,185640
STBLR-2,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,318,915,2500.00,954000,2287500
STBLR-4,CAMP_DIW_01,Diwali,P02,860,33% OFF,357,549,576.20,307020,316333.8
STHYD-0,CAMP_DIW_01,Diwali,P07,300,BOGOF,52,173,300.00,15600,51900
STMDU-2,CAMP_DIW_01,Diwali,P12,62,50% OFF,71,80,31.00,4402,2480
STMLR-1,CAMP_SAN_01,Sankranti,P07,300,BOGOF,30,120,300.00,9000,36000
STCBE-1,CAMP_DIW_01,Diwali,P11,190,50% OFF,61,65,95.00,11590,6175
STBLR-4,CAMP_SAN_01,Sankranti,P09,90,25% OFF,66,56,67.50,5940,3780
STMYS-1,CAMP_SAN_01,Sankranti,P12,62,50% OFF,45,71,31.00,2790,2201
STMLR-2,CAMP_DIW_01,Diwali,P03,156,25% OFF,204,175,117.00,31824,20475
STVSK-2,CAMP_SAN_01,Sankranti,P09,90,25% OFF,43,35,67.50,3870,2362.5
STBLR-9,CAMP_DIW_01,Diwali,P02,860,33% OFF,337,488,576.20,289820,281185.6
STMLR-1,CAMP_SAN_01,Sankranti,P10,50,25% OFF,13,10,37.50,650,375
STCHE-3,CAMP_SAN_01,Sankranti,P13,350,BOGOF,122,529,350.00,42700,185150
STBLR-2,CAMP_DIW_01,Diwali,P04,290,25% OFF,350,304,217.50,101500,66120
STMDU-0,CAMP_SAN_01,Sankranti,P07,300,BOGOF,31,130,300.00,9300,39000
STVSK-0,CAMP_DIW_01,Diwali,P08,1190,BOGOF,42,145,1190.00,49980,172550
STMDU-2,CAMP_SAN_01,Sankranti,P07,300,BOGOF,33,128,300.00,9900,38400
STVSK-4,CAMP_SAN_01,Sankranti,P10,50,25% OFF,21,15,37.50,1050,562.5
STCBE-3,CAMP_SAN_01,Sankranti,P04,370,BOGOF,364,1434,370.00,134680,530580
STMDU-1,CAMP_SAN_01,Sankranti,P06,415,25% OFF,21,17,311.25,8715,5291.25
STCBE-0,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,126,275,2500.00,378000,687500
STCHE-0,CAMP_SAN_01,Sankranti,P09,90,25% OFF,72,59,67.50,6480,3982.5
STCBE-4,CAMP_SAN_01,Sankranti,P01,172,33% OFF,205,284,115.24,35260,32728.16
STTRV-0,CAMP_SAN_01,Sankranti,P01,172,33% OFF,132,187,115.24,22704,21549.88
STBLR-1,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,97,257,1020.00,98940,262140
STBLR-1,CAMP_SAN_01,Sankranti,P05,55,25% OFF,19,17,41.25,1045,701.25
STVSK-1,CAMP_DIW_01,Diwali,P13,350,BOGOF,61,204,350.00,21350,71400
STTRV-0,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,70,280,1020.00,71400,285600
STHYD-5,CAMP_SAN_01,Sankranti,P06,415,25% OFF,39,35,311.25,16185,10893.75
STHYD-4,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,102,410,1020.00,104040,418200
STMLR-1,CAMP_DIW_01,Diwali,P10,65,50% OFF,50,68,32.50,3250,2210
STMLR-0,CAMP_SAN_01,Sankranti,P06,415,25% OFF,15,12,311.25,6225,3735
STHYD-4,CAMP_SAN_01,Sankranti,P04,370,BOGOF,403,1567,370.00,149110,579790
STCHE-2,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,45,175,1190.00,53550,208250
STCBE-1,CAMP_DIW_01,Diwali,P10,65,50% OFF,80,92,32.50,5200,2990
STMYS-1,CAMP_SAN_01,Sankranti,P10,50,25% OFF,28,20,37.50,1400,750
STCBE-4,CAMP_SAN_01,Sankranti,P06,415,25% OFF,21,17,311.25,8715,5291.25
STBLR-8,CAMP_SAN_01,Sankranti,P03,200,BOGOF,360,1414,200.00,72000,282800
STMYS-1,CAMP_DIW_01,Diwali,P04,290,25% OFF,204,157,217.50,59160,34147.5
STBLR-6,CAMP_DIW_01,Diwali,P04,290,25% OFF,360,320,217.50,104400,69600
STHYD-6,CAMP_DIW_01,Diwali,P14,1020,BOGOF,45,155,1020.00,45900,158100
STBLR-8,CAMP_SAN_01,Sankranti,P12,62,50% OFF,55,77,31.00,3410,2387
STCBE-3,CAMP_DIW_01,Diwali,P02,860,33% OFF,266,446,576.20,228760,256985.2
STHYD-6,CAMP_SAN_01,Sankranti,P07,300,BOGOF,51,205,300.00,15300,61500
STCHE-7,CAMP_DIW_01,Diwali,P13,350,BOGOF,63,242,350.00,22050,84700
STTRV-1,CAMP_DIW_01,Diwali,P07,300,BOGOF,29,96,300.00,8700,28800
STTRV-0,CAMP_DIW_01,Diwali,P14,1020,BOGOF,21,70,1020.00,21420,71400
STBLR-8,CAMP_SAN_01,Sankranti,P11,190,50% OFF,45,62,95.00,8550,5890
STHYD-6,CAMP_DIW_01,Diwali,P05,55,25% OFF,117,104,41.25,6435,4290
STHYD-6,CAMP_DIW_01,Diwali,P07,300,BOGOF,63,218,300.00,18900,65400
STHYD-0,CAMP_SAN_01,Sankranti,P02,860,33% OFF,514,791,576.20,442040,455774.2
STHYD-4,CAMP_DIW_01,Diwali,P01,172,33% OFF,304,465,115.24,52288,53586.6
STVSK-1,CAMP_DIW_01,Diwali,P03,156,25% OFF,246,194,117.00,38376,22698
STBLR-5,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,97,380,1020.00,98940,387600
STBLR-0,CAMP_DIW_01,Diwali,P04,290,25% OFF,337,296,217.50,97730,64380
STTRV-1,CAMP_SAN_01,Sankranti,P09,90,25% OFF,30,28,67.50,2700,1890
STBLR-7,CAMP_DIW_01,Diwali,P10,65,50% OFF,120,188,32.50,7800,6110
STMYS-0,CAMP_SAN_01,Sankranti,P01,172,33% OFF,279,401,115.24,47988,46211.24
STBLR-1,CAMP_SAN_01,Sankranti,P01,172,33% OFF,297,418,115.24,51084,48170.32
STHYD-1,CAMP_DIW_01,Diwali,P09,110,50% OFF,87,92,55.00,9570,5060
STMLR-2,CAMP_SAN_01,Sankranti,P04,370,BOGOF,226,881,370.00,83620,325970
STHYD-5,CAMP_DIW_01,Diwali,P12,62,50% OFF,161,209,31.00,9982,6479
STMDU-1,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,85,195,2500.00,255000,487500
STBLR-7,CAMP_DIW_01,Diwali,P09,110,50% OFF,78,117,55.00,8580,6435
STVJD-1,CAMP_SAN_01,Sankranti,P02,860,33% OFF,274,394,576.20,235640,227022.8
STMDU-3,CAMP_DIW_01,Diwali,P01,172,33% OFF,292,373,115.24,50224,42984.52
STHYD-1,CAMP_DIW_01,Diwali,P11,190,50% OFF,61,72,95.00,11590,6840
STMDU-2,CAMP_SAN_01,Sankranti,P02,860,33% OFF,319,379,576.20,274340,218379.8
STHYD-1,CAMP_SAN_01,Sankranti,P03,200,BOGOF,328,833,200.00,65600,166600
STCHE-0,CAMP_SAN_01,Sankranti,P12,62,50% OFF,55,79,31.00,3410,2449
STMLR-2,CAMP_SAN_01,Sankranti,P11,190,50% OFF,24,27,95.00,4560,2565
STVSK-4,CAMP_DIW_01,Diwali,P02,860,33% OFF,267,389,576.20,229620,224141.8
STBLR-3,CAMP_DIW_01,Diwali,P12,62,50% OFF,126,157,31.00,7812,4867
STVSK-0,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,28,108,1190.00,33320,128520
STMYS-0,CAMP_DIW_01,Diwali,P08,1190,BOGOF,50,146,1190.00,59500,173740
STCHE-6,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,138,547,1020.00,140760,557940
STCBE-3,CAMP_SAN_01,Sankranti,P13,350,BOGOF,99,383,350.00,34650,134050
STBLR-8,CAMP_DIW_01,Diwali,P09,110,50% OFF,61,77,55.00,6710,4235
STMYS-2,CAMP_SAN_01,Sankranti,P06,415,25% OFF,31,26,311.25,12865,8092.5
STCBE-4,CAMP_DIW_01,Diwali,P03,156,25% OFF,257,221,117.00,40092,25857
STVSK-2,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,204,589,2500.00,612000,1472500
STHYD-3,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,87,236,1020.00,88740,240720
STCBE-4,CAMP_SAN_01,Sankranti,P05,55,25% OFF,16,12,41.25,880,495
STBLR-8,CAMP_SAN_01,Sankranti,P06,415,25% OFF,22,16,311.25,9130,4980
STBLR-3,CAMP_SAN_01,Sankranti,P12,62,50% OFF,61,84,31.00,3782,2604
STMDU-1,CAMP_SAN_01,Sankranti,P10,50,25% OFF,22,18,37.50,1100,675
STCBE-0,CAMP_DIW_01,Diwali,P12,62,50% OFF,80,119,31.00,4960,3689
STVSK-0,CAMP_SAN_01,Sankranti,P13,350,BOGOF,73,282,350.00,25550,98700
STBLR-9,CAMP_SAN_01,Sankranti,P12,62,50% OFF,52,73,31.00,3224,2263
